Name,Price,Rating
Collezione di Famiglia Viognier 2018,8.29,3.7
Loibner Burgstall Riesling Smaragd 2015,27.0,4.0
Pinot Grigio 2018,8.0,3.8
Fermentado en Barrica Verdejo 2017,18.99,3.8
Historic Blanco 2017,18.0,3.8
Saint Joseph Fruit d'Avilleran 2017,22.0,4.0
Reserve Sauvignon Blanc 2018,20.5,4.0
Bianco di Custoza Superiore Cà del Magro 2018,9.6,3.9
Grüner Veltliner ZEISEN Weinviertel DAC 2019,8.9,3.8
Riesling Auslese Westhofen Morstein 2015,35.0,4.3
Sauvignon Blanc - Sémillon 2018,12.0,3.5
Blanco Sobre Lías 2019,5.7,4.0
Pouilly-Fuissé Vielles Vignes 2017,15.98,3.9
Kalkmergel Grauburgunder 2018,17.0,4.2
Petit Bourgeois Sauvignon Blanc 2019,9.95,3.6
Röttgen 2017,31.0,4.0
Chardonnay Bourgogne 2017,29.45,3.6
Idig GG 2016,67.26,4.1
Casamaro Verdejo 2019,6.24,4.1
Sancerre Sauvage Blanc 2016,44.11,4.0
Chardonnay 2018,16.79,3.7
Pinot Grigio 2019,5.2,3.8
Oranžista 2017,19.9,3.7
Aurora Gavi 2017,9.9,3.7
Classic Collection Chardonnay 2019,6.84,3.3
Puligny-Montrachet 2017,59.9,4.1
Finca Montico 2018,14.99,3.9
Kies Grüner Veltliner 2018,10.9,3.9
Arthur Chardonnay 2017,36.95,3.9
Sancerre Blanc 2019,14.54,4.0
Chablis Grand Cru 'Les Preuses' 2016,95.0,4.3
Kleine Rust Chenin Blanc - Sauvignon Blanc 2017,5.8,3.3
Steinbuckel Riesling GG 2017,26.9,4.0
Réserve Chardonnay 2018,8.45,3.9
Mantel Blanco Verdejo 2019,7.45,3.8
Bianchi Grilli Per la Testa Trebbiano d'Abruzzo 2016,21.39,3.7
Wachtberg Grüner Veltliner 2015,17.35,3.7
Verdeca 2017,7.42,3.5
Riesling 2017,8.5,3.6
Forster U 500 Riesling 2013,45.95,4.2
Ungeheuer GG 2017,28.59,4.3
Vernaccia di San Gimignano 2018,8.9,3.2
Riesling 2018,12.69,4.0
Le Bouquet 2019,6.94,3.8
Sauvage Sauvignon Blanc - Semillon 2015,18.95,4.0
Torrontés 2019,8.24,4.1
Pinot Gris 2017,14.9,3.5
Vaudésir Chablis Grand Cru 2016,122.0,4.3
Silvaner Trocken 2014,9.16,3.5
Guardiani di Aralto 2017,12.9,3.9
Chardonnay 2018,9.65,3.5
Nespolino Trebbiano - Chardonnay 2017,5.76,3.2
Chardonnay - Fiano Puglia 2018,5.5,3.9
Wehlener Klosterberg Riesling Spätlese 2016,18.9,3.6
Bisamberg Wiener Gemischter Satz 2018,15.5,3.8
Geheimrat J Riesling Spätlese Trocken 2013,24.9,4.3
Wehlener Sonnenuhr Riesling Auslese 2015,99.95,4.6
Mrs. English 2017,27.1,4.4
Berg 2017,14.57,3.7
Le Petiot Touraine 2016,9.5,3.7
Vulcanico Falanghina 2017,10.9,3.7
Riesling Deidesheimer Herrgottsacker 2017,18.0,4.0
Santenay Premier Cru 'Gravières' Blanc 2014,69.26,4.1
Oberbergener Bassgeige Grauburgunder 2018,12.5,3.7
Clos des Criots Pouilly-Fumé 2017,14.13,3.9
Blanco 2018,5.5,3.5
Riesling Forster 2018,12.9,3.6
Verdicchio dei Castelli di Jesi Classico 2018,9.26,3.7
Collection Secrète White 2014,17.5,4.0
Patatsblanc N Versnit Wit 2018,19.3,3.6
Riesling Alsace Grand Cru Steingrubler 2016,19.49,3.9
Chardonnay Gran Reserva 2016,13.95,3.9
Langenmorgen GG 2015,34.95,4.3
Timeo Grillo 2018,12.99,3.6
Falanghina del Sannio 2019,9.9,3.5
Chardonnay Trocken 2014,28.24,4.3
Chardonnay 2017,9.23,3.2
Riesling Reserve Zöbinger Heiligenstein Alte Reben 2011,45.28,4.1
Puligny-Montrachet 2015,65.0,4.0
Hole In The Water Sauvignon Blanc 2018,12.96,3.9
Pinot Blanc 2016,13.71,3.8
Insolia - Chardonnay Calanica 2018,6.89,3.6
Milmanda 2016,38.5,4.2
Masianco 2019,10.99,3.6
Corbières Blanc 2018,16.9,3.9
Sancerre La Côte Des Monts Damnés 2018,27.5,4.0
Estate Rauenthal Riesling 2018,15.0,3.8
50 HL Riesling Spätlese Trocken 2015,20.86,3.8
Chardonnay 2018,10.66,3.9
Gavi 2018,9.42,3.9
Oropasso 2019,7.69,3.9
Sauvignon Blanc 2019,7.5,3.3
Glimmerschiefer Riesling Feinherb 2018,10.3,4.2
Zelen 2015,13.9,3.6
Ribet Blanc Chardonnay - Viognier 2019,5.8,3.4
Jesuitengarten Riesling GG 2018,48.64,4.4
Goruli Mtsvane 2018,17.74,4.1
Branco 2015,27.29,4.1
Rotschiefer Riesling Kabinett 2018,12.6,4.0
Passofino Pecorino 2018,9.5,3.8
Riesling 2017,6.58,3.8
Berg Rottland Riesling 2016,43.87,4.0
Chenin Blanc 2018,10.5,3.6
Sauvignon Blanc 2018,7.3,3.4
Bolina 2018,11.82,3.6
TO 2017,14.72,4.0
Belvento Viognier (I Vini Del Mare) 2018,11.92,3.5
Olli 2018,9.17,3.7
Eichhorn Pinot Bianco 2018,24.27,4.2
Verdejo 2018,7.9,3.7
Vernaccia di San Gimignano 2018,8.5,3.8
Somereto Chardonnay 2018,9.9,3.4
Rotschiefer Riesling 2018,10.4,3.9
Private Collection Chardonnay 2017,17.5,3.9
Liebfraumilch 2018,7.63,3.7
Châteauneuf-du-Pape Blanc 2017,34.73,4.1
GG Henkenberg Weissburgunder 2015,29.08,4.2
K 2016,24.99,4.1
Vermentino di Sardegna 2018,12.49,3.7
Kammern Grüner Veltliner 2017,12.87,3.8
Moscatel 2016,12.81,3.6
Blanc de Blancs 2018,9.5,3.6
Soave Classico 2017,4.83,3.7
Riesling Alte Reben 2017,15.3,3.8
Unwooded Chardonnay 2018,8.95,3.5
Riesling Trocken 2017,11.9,3.6
Edición Blanca 2016,11.95,3.6
Kastelberg Grand Cru 2016,49.5,4.2
Vulkangestein Riesling Trocken 2018,15.1,4.0
Grande Réserve Chardonnay 2018,13.58,4.1
Dornleiten Riesling 2017,14.95,3.5
Grüner Veltliner Frauengrund 2018,8.7,3.6
Sauvignon 2019,9.45,3.8
Riesling Alsace Signature 2018,8.28,3.7
Kiedrich Gräfenberg Riesling Trocken GG 2017,41.4,4.0
Sauvignon Blanc 2017,9.3,3.2
Chardonnay Sonoma Coast 2017,29.37,3.6
Spring Fever Chardonnay 2016,8.68,3.6
Silvaner Trocken 2015,9.36,3.5
Graacher Himmelreich Riesling Auslese 2006,62.0,4.1
Venezia Giulia Sauvignon Blanc 2018,18.9,3.8
Berg Pinot Bianco 2018,9.9,3.5
Batteriberg Detonation Riesling 2017,13.5,3.8
Alma Terra 2018,23.12,3.7
Puligny-Montrachet 2016,59.9,4.0
Serra Lupini Roero Arneis 2019,10.5,3.9
Saar Alte Reben Riesling 2016,17.35,4.0
Würzburger Stein Riesling Trocken 2018,14.57,3.7
Zellertal Riesling 2018,9.94,3.8
Riserva Nova Domus Terlaner 2017,35.85,4.3
Pinot Grigio 2019,9.26,3.9
Côte des Roses Sauvignon Blanc 2019,10.8,3.8
Vernaccia di San Gimignano 2018,10.57,3.5
Sandstein Riesling Trocken 2019,10.21,4.0
Castel Firmian Sauvignon Trentino 2018,6.75,3.6
Santenay Premier Cru 'Gravières' Blanc 2013,65.9,4.3
Chardonnay Unwooded 2018,8.95,3.4
Pleno Blanco 2018,5.16,3.4
Loibner Federspiel Grüner Veltliner 2018,26.77,4.1
Bourgogne Blanc 2017,32.55,3.9
Wairau Reserve Sauvignon Blanc 2019,26.95,4.4
Director's Cut Chardonnay 2018,26.5,4.1
Chardonnay 2018,10.42,3.5
Riesling Trocken 2016,16.95,3.8
Zeltinger Sonnenuhr Riesling Auslese*** 2014,79.93,4.2
Estate Rauenthal Riesling 2017,17.0,3.7
Riesling Trocken 2018,8.9,3.8
Petit Chablis 2018,16.5,3.7
Greca Terra Retsina N.V.,5.35,2.2
Höllenpfad Riesling Trocken 2018,20.5,4.1
Reméage Blanc 2018,9.5,3.8
Well Done Riesling Trocken 2018,6.77,3.6
Nostre Païs Blanc 2017,13.58,3.9
Fendant 2018,18.9,3.8
IL Bianco 2018,10.9,3.7
Riesling Trocken 2018,14.42,3.6
Riesling Feinherb 2017,10.67,3.5
Chardonnay Dolomiti 2018,5.2,3.4
Grauburgunder Trocken 2019,8.28,3.8
Weissburgunder Trocken 2018,10.09,3.8
Gelber Muskateller Steirische Klassik 2017,14.5,3.6
Chardonnay - Terret 2018,8.67,3.3
Erdener Treppchen Riesling Kabinett 2015,13.46,3.9
Kellermeister Privat Kremser Goldberg Grüner Veltliner 2018,9.55,3.6
Black Label Nik Weis Bockstein Kabinett 2018,15.99,4.1
Macabeo 2018,4.25,2.9
Schloss Reichartshausen Riesling Kabinett 2016,14.5,3.8
Grauer Burgunder 2019,6.49,3.9
Marlborough Sauvignon Blanc 2019,12.9,3.8
Yattarna Chardonnay (BIN 144) 2015,221.95,4.2
Chablis Montmains 1er Cru 2015,19.9,4.1
Gemischter Satz 2018,9.9,3.4
Solosole Pagus Camilla 2015,44.9,4.1
Strassertal Grüner Veltliner 2018,12.41,3.5
Bourgogne Le Chardonnay de Chardonnay 2017,44.59,3.7
Rotes Tor - Grüner Veltliner Smaragd 2018,42.5,4.1
Le Petit Cheval Bordeaux Blanc 2016,138.6,4.4
Belleruche Côtes-du-Rhône Blanc 2019,10.47,3.7
Chardonnay 2018,23.5,4.1
Weißer Burgunder 2018,9.9,3.8
Riesling Suez 2016,17.9,3.8
Douro Fabelhaft Branco 2017,10.35,3.7
Grauburgunder Vom Löss 2018,8.5,3.4
Sauvignon 2017,8.78,3.7
Norheimer Kirschheck Riesling Spätlese 2017,23.49,4.1
Chardonnay 2018,6.54,3.6
Vom Vulkan 2018,15.65,4.0
Meursault-Blagny 1er Cru 'La Pièce sous le Bois' 2015,85.0,4.3
Côtes de Tablas Blanc 2015,32.0,3.9
Chenin Blanc 2018,34.15,3.9
Chardonnay 2018,5.62,3.6
Eins Zu Eins Blanc de Noirs 2019,6.75,4.3
La Mar 2016,20.25,4.0
Les Cépages Sauvignon Blanc 2012,8.69,3.2
Blanc Secret Côtes de Provence 2016,16.52,4.1
Sauvignon 2017,35.44,4.1
Volratz Riesling Trocken 2018,9.5,3.7
Deidesheimer Kieselberg Riesling Trocken 2017,19.99,3.8
Bussiador 2016,48.4,4.1
Reméage Blanc 2017,9.5,3.8
Sobaja Sauvignon 2018,10.51,3.8
Lion Grüner Veltliner 2018,12.49,3.8
Alte Reben Riesling 2018,17.69,4.0
Semillón 2017,19.01,3.9
Alpi Retiche 2018,13.26,3.7
Tributo Chardonnay 2016,10.23,3.5
Pouilly-Fumé La Chantereine 2018,22.42,3.6
Condrieu Le Grand Vallon 2017,40.9,4.2
Sauvignon Blanc 2019,8.99,3.7
Todo Sobre Mi Chardonnay 2018,9.5,3.7
L'Abeille de Fieuzal Pessac-Léognan Blanc 2015,27.78,3.9
The Whip White Blend 2017,26.31,3.8
Federspiel Grüner Veltliner 2018,10.49,3.6
Langenlois Grüner Veltliner 2018,8.87,3.7
Sauvignon Blanc 2016,13.9,3.9
GT-V Viognier 2018,15.37,3.9
Gaudium Fiano di Avellino 2016,12.53,4.1
Chiaramonte Inzolia Sicilia 2018,7.9,3.6
Chardonnay 2017,22.22,4.0
Langhe Chardonnay 2018,7.51,3.4
Vouvray Sec 2017,10.92,3.8
Gewürztraminer 2016,16.47,3.8
Chenin Blanc 2019,13.15,3.6
Hattenheim Engelmannsberg Riesling Trocken 2018,17.9,4.1
Corton-Charlemagne Grand Cru 2013,193.99,4.5
Ried Schütt Dürnsteiner Riesling Smaragd 2017,42.0,4.3
Cassis Blanc 2017,15.9,3.6
Merol Chardonnay 2017,12.6,3.7
Selida Gewürztraminer 2019,13.5,3.9
Doosberg Riesling Trocken 2016,42.89,4.4
Riesling Trocken 2018,6.2,3.8
Benchmark Chardonnay 2014,6.95,3.2
Chardonnay Bourgogne 2016,12.08,3.6
Moonlite Toscana 2018,9.99,3.7
Gris 2009,44.28,4.0
Grüner Veltliner Loiser Berg 2016,18.5,3.6
Grüner Sylvaner Trocken 2016,12.19,3.9
Hallgartener Hendelberg Riesling Trocken 2017,24.0,4.0
Gavi Riserva 2016,18.5,4.0
Sauvignon Blanc 2017,14.53,3.8
Villa Blanche Chardonnay 2019,6.77,3.8
Chassagne-Montrachet Blanc 2017,58.39,4.2
Jesuitengarten GG 2012,42.0,4.3
Modello Pinot Grigio 2019,8.99,3.8
Terroir Series Sauvignon Blanc 2019,12.1,4.0
Fransola 2018,23.75,3.8
Scharzhofberger Riesling Kabinett 2011,9.64,3.8
Riesling Federspiel Terrassen 2019,9.49,3.7
Graacher Himmelreich Riesling Kabinett 2018,17.9,3.9
Terre d'Argence Gard 2016,12.9,3.8
L'Elfo Pinot Grigio 2018,5.9,3.6
Terlaner Classico 2019,12.89,4.0
Piano dei Daini Etna Bianco 2017,24.73,3.8
Johannisberger Riesling Trocken 2017,11.31,3.8
Spätburgunder Blanc de Noir 2018,12.4,3.6
Seven Flags Chardonnay 2017,53.35,4.4
Chardonnay (Barrel Fermented) 2018,9.25,3.7
Corton-Charlemagne Grand Cru 2015,221.95,4.6
Saint-Joseph Blanc 2016,25.92,3.7
Lugana 2019,9.3,3.8
Podium Verdicchio dei Castelli di Jesi Classico Superiore 2017,14.9,3.7
Kalkmergel Riesling Trocken 2017,15.38,3.9
Pessac-Léognan Blanc 2005,119.95,4.2
Bourgogne Chardonnay 2017,19.99,3.8
Château-Thébaud 2015,18.9,3.9
Gavi 2018,8.93,3.4
Appius 2014,110.0,4.4
Val dei Molini Custoza 2018,7.3,3.4
Villa Cordevigo Bianco 2016,19.07,4.3
Randemar Blanc De Blancs 2016,8.99,3.5
Les Princes Abbés Pinot Gris Alsace 2017,11.6,3.8
Chardonnay - Weissburgunder Trocken 2018,13.15,3.6
Garnacha Blanca 2018,8.7,3.8
Pinot Gris Alsace Signature 2018,7.66,3.9
Viognier 2018,8.68,3.6
Grüner Veltliner vom Haus 2019,7.5,3.8
Vineyard Selection Chardonnay (Barrel Fermented) 2019,11.5,3.9
Appius 2013,100.99,4.5
Pinot Grigio 2018,13.93,3.8
Chardonnay 2016,14.13,3.6
Barrel Fermented Chardonnay 2017,23.95,4.1
Agneau Bordeaux Blanc 2018,6.05,3.2
Gewürztraminer 2019,11.0,3.8
Viognier 2015,8.78,3.2
Sauvignon Blanc 2019,5.56,3.7
Kinheimer Rosenberg Riesling Kabinett 2015,15.95,3.9
Conde de Valdemar Blanco 2018,8.19,3.5
Schlossberg 2016,27.78,3.9
Cà del Lago Lugana 2018,11.9,3.8
Leiwener Riesling Trocken 2018,8.69,3.9
Perlato del Bosco Toscana Vermentino 2018,14.43,3.7
Via Edetana Blanca 2018,12.32,3.9
Cellar Selection Unoaked Chardonnay 2019,8.7,3.3
Il Mandorlo Gavi 2016,16.95,4.2
SL Riesling Kabinett 2016,12.95,3.7
Le Phant Blanc 2014,19.9,3.5
Wehlener Sonnenuhr Riesling Spätlese 2015,22.95,4.0
Il Forte Gavi 2018,10.57,3.8
Grillo 2018,8.44,3.5
Grauburgunder 2018,9.26,3.9
Chardonnay 2019,14.5,4.2
Chardonnay (Monovitigno) 2018,10.59,3.6
Le Vaglie Verdicchio dei Castelli di Jesi Classico 2019,11.3,4.1
Wehlener Sonnenuhr Riesling Auslese 2016,36.58,4.4
Viognier de Rosine 2018,22.9,3.8
Sulz Morillon 2015,24.9,3.9
Ciari Sauvignon Blanc 2018,10.8,3.9
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2011,146.95,4.2
Pouilly-Fuissé 2018,23.69,3.9
Zeltinger Himmelreich Riesling Kabinett 2017,17.18,3.9
Branco 2017,13.6,3.9
Weissburgunder 2018,12.69,4.0
Villa Blanche Viognier 2018,6.77,3.8
Raif Sauvignon 2018,12.48,3.8
Montmains Chablis Premier Cru 2016,27.5,3.8
Sancerre Blanc 2018,13.78,4.0
Capitel Foscarino 2018,13.9,3.9
Sauvignon Blanc 2018,12.9,4.1
El Transistor Verdejo 2018,17.9,3.8
Silvaner Trocken 2018,9.09,3.6
Rüdesheimer Berg Schlossberg Ehrenfels Riesling 2016,38.99,4.1
Quarzit Riesling Trocken 2018,17.5,4.0
Scheurebe Trocken 2018,8.89,3.6
Logan Chardonnay (Sleepy Hollow Vineyard) 2015,14.25,3.8
Fausto Chardonnay 2013,11.5,3.2
Masseria dei Carmelitani Gavi 2019,9.11,4.1
Grüner Veltliner Smaragd Achleiten 2018,26.0,4.2
Grüner Veltliner Berg Vogelsang 2018,14.7,3.8
Riesling Abtsberg GG 2017,29.15,4.1
Two Blanc 2015,16.47,4.1
Satellite Sancerre 2012,35.0,4.1
Airén Semidulce 2018,4.9,3.6
Réserve Graves Blanc 2016,12.6,3.6
Dominio de Fontana Sauvignon Blanc - Verdejo 2019,7.35,3.9
Les Moulins de Turquant Blanc 2015,13.69,3.9
Wehlener Klosterberg Riesling Kabinett 2016,17.95,3.5
Verdeca Salento Petraluce 2018,7.2,3.9
Saar Riesling Fuder 13 2017,36.56,3.8
La Galopine Condrieu 2016,52.57,3.9
Vom Schiefer Riesling Trocken 2017,9.65,3.6
Sauvignon Blanc 2019,7.6,3.7
Sauvignon Blanc 2018,7.77,3.8
Porcupine Ridge Chenin Blanc 2016,8.33,3.3
Sauvignon Blanc 2018,17.6,3.8
Grauburgunder - Weissburgunder 2018,6.59,3.5
Mitzi Gelber Muskateller 2018,12.18,3.8
Orchidea Sauvignon Blanc 2019,6.0,3.8
Prachtstück Weiss 2018,8.24,3.9
Sauvignon Blanc Reserve 2017,10.26,3.3
Rotschiefer Riesling 2015,14.7,3.9
Eric's Unoaked Chardonnay (Small Lot) 2017,27.13,4.1
White 2018,18.42,3.6
Ockfener Bockstein Riesling Kabinett 2015,17.29,4.0
Sauvignon Blanc 2018,12.48,3.7
Crozes-Hermitage Blanc 2017,22.33,3.7
Viognier 2019,12.99,3.9
The King's Favour Sauvignon Blanc 2012,13.9,3.6
Gavi 2017,9.5,3.4
Langhe Arneis 2018,11.64,3.3
Chablis 2016,15.5,4.0
Vernaccia di San Gimignano 2018,10.96,3.6
Trebì Trebbiano d'Abruzzo 2018,7.55,3.5
Villa Di Chiesa Valli di Porto Pino 2017,18.9,4.2
Steinterrassen 2016,23.5,4.0
Lisboa Arinto 2019,4.8,3.5
White Label Nik Weis Schiefer Riesling 2018,11.9,4.0
Sancerre Les Romains 2017,42.9,4.1
Clos du Four Mâcon-Milly-Lamartine 2014,34.54,3.8
Les Caillardières Savennières 2016,34.8,4.0
Bourgogne Cuvée Saint-Vincent Blanc 2016,16.9,3.7
Gavi 2019,13.5,3.9
Montsant Acústic Blanc 2017,13.82,3.9
Grüner Veltliner Federspiel 2018,13.5,3.7
Deidesheimer Kalkofen GG 2015,35.95,4.2
Ribolla Gialla 2017,13.93,3.7
Limited Selection Sauvignon Blanc 2019,7.94,3.6
Vulkangestein Riesling Trocken 2016,15.1,3.8
Aimery Chardonnay 2018,5.75,3.3
12 e Mezzo Malvasia del Salento 2019,7.4,4.0
Tianna Bocchoris Blanc 2014,16.59,3.7
Terra Montosa Riesling 2018,18.9,3.9
Felugan 2019,9.95,4.0
Clos du Rocher Terroir d'Exception Grand Cru Blanc 2018,27.75,4.1
Figure Libre Freestyle Blanc 2017,11.45,3.8
Von Unserm Riesling Trocken 2018,10.9,3.6
Barrel Fermented White 2017,12.57,3.8
Kirchspiel Riesling GG 2013,249.0,4.4
Etna Santo Spirito Bianco 2018,25.9,3.9
Rotes Tor - Grüner Veltliner Federspiel 2019,19.9,4.0
Zeltinger Himmelreich Riesling Kabinett 2017,14.35,3.9
Glicine Bianco 2019,6.95,3.6
Kirchspiel Riesling GG 2015,179.0,4.6
Chenin Blanc (Free-Run Steen) 2019,5.74,3.5
Vermentino di Sardegna 2018,7.9,3.5
Gewürztraminer Alsace Signature 2018,9.13,3.9
Noordhoek Sauvignon Blanc 2018,16.75,3.6
Dominio de Fontana Chardonnay - Viura 2016,7.32,3.6
Turmhof Sauvignon Blanc 2017,14.99,3.9
Gundian Albariño 2017,11.95,3.8
Hohenmorgen GG 2012,42.89,4.0
Fantini Chardonnay 2018,5.25,3.4
Straden Sauvignon Blanc 2018,14.45,3.8
Pinot Grigio 2018,6.35,3.4
Sauvignon Blanc 2019,13.99,3.9
Prestige Blanc 2019,18.79,4.0
Riesling Trocken 2019,8.94,3.7
Laumersheimer Kapellenberg Trocken Riesling 2017,11.65,3.7
Catulliano Lugana 2019,8.2,3.7
Old Vines Chenin Blanc 2017,12.99,3.9
Grauer Burgunder Trocken 2015,11.21,3.4
Hohen-Sülzen Riesling 2017,16.9,3.9
Adrianna Vineyard White Stones Chardonnay 2012,79.68,4.2
Prail Sauvignon 2015,13.6,3.8
Afix Riesling 2015,18.38,3.7
Gris 2008,44.28,4.1
Water Bend Chardonnay 2014,21.0,4.0
La Griffe Bernard Chéreau Muscadet Sévre et Maine Sur Lie 2018,7.52,3.7
Haven Chardonnay 2016,8.9,3.6
Prestige Lugana 2019,10.6,3.8
Meursault 1er Cru 'Blagny' Blanc 2016,63.9,4.4
M Capriva Del Friuli 2016,75.9,4.2
Verdejo Castilla y León 2018,5.75,3.5
RS Weissburgunder 2016,17.16,3.8
Castell De Raimat Chardonnay 2019,8.32,3.7
Pinot Grigio 2018,9.16,3.6
Silvaner Trocken 2017,7.75,3.7
La Segreta Il Bianco 2019,7.66,3.5
Pinot Bianco 2017,14.89,3.4
Grüner Veltliner 2018,9.39,3.4
Reserva Sauvignon Blanc (Classic) 2019,6.34,3.8
Reserve Bin A Chardonnay 2018,99.0,3.9
The Field Blend 2018,16.99,4.0
Trittenheimer Apotheke Riesling Kabinett 2016,11.65,3.7
Zieregg Sauvignon Blanc 2017,48.06,4.1
Alb de Petro Vaselo 2018,9.5,3.7
Louro Godello 2019,19.9,4.2
Merus Sauvignon Blanc 2017,11.2,3.8
Bin 311 Chardonnay 2018,42.45,3.8
Lighea 2019,11.9,3.9
Gewürztraminer 2018,14.54,3.7
Angimbé (Tenuta Ficuzza) 2019,8.25,3.8
Viviri Grillo 2018,7.9,3.7
Arneis Roero 2018,11.99,3.8
Akkurat Weiss 2018,14.52,4.1
Don Miguel Vineyard Acero Unoaked Chardonnay 2017,38.99,4.2
Fannia Falanghina del Molise 2018,10.72,3.9
Burgenland Weiss 2018,7.9,3.8
Riesling 2014,20.65,3.8
Alentejano Reserva Branco 2018,19.8,4.0
Unoaked Viognier 2018,12.11,3.3
Greco - Fiano Basilicata Pipoli 2019,5.54,3.9
Chardonnay (Unoaked) (Our Town Hall) 2018,6.95,3.5
15 Pinot Grigio 2017,10.8,3.6
Sauvignon Blanc 2019,11.16,4.0
Maìa 2016,22.37,3.9
GG Henkenberg Grauburgunder 2015,31.16,3.8
Rotlack Riesling Kabinett Feinherb 2018,22.36,4.3
Weissburgunder Trocken 2018,5.33,3.4
The Boy Riesling 2018,19.95,3.6
Pouilly-Fuissé 2017,17.5,4.1
Pierneef Collection Sauvignon Blanc 2019,14.9,3.8
Aigle les Murailles Blanc 2019,23.17,3.8
Sauvignon Blanc 2019,8.79,3.9
Via Edetana Blanca 2017,13.9,3.8
Scharzhofberger Riesling Kabinett 2018,72.0,4.4
1300 Chardonnay 2019,7.99,3.4
Château Lichten Petite Arvine 2016,29.5,3.6
Synera Blanco 2018,6.5,3.1
Zieregg Sauvignon Blanc 2016,48.43,4.0
La Rocca Soave Classico 2018,31.39,3.9
Ruppertsberger Reiterpfad Riesling 2018,16.02,4.1
T.N. 04 Bronner 2016,20.5,3.8
Winkel Riesling Kabinett 2018,12.29,3.9
Albariño (O Rosal) 2019,10.45,4.0
Catarratto Sicilia Antisa Regaleali 2018,10.9,3.7
Clos des Prouges Pouilly-Fuissé 2017,43.65,4.3
Koreaa 2019,14.9,4.0
Pazo Blanco 2018,4.99,3.3
Mineral Riesling Trocken 2017,15.95,3.7
Branco 2015,17.55,3.7
Sauvignon Blanc 2017,8.2,3.7
Vom Haus Riesling 2019,8.72,3.7
SL Riesling Trocken 2017,11.8,3.8
Silvaner Trocken 2018,10.59,3.6
Sauvignon Blanc 2018,12.1,3.7
Uccellanda Curtefranca 2012,39.9,4.1
Deep Blue 2017,12.5,3.5
Sancerre Les Baronnes Blanc 2019,18.95,4.0
Dogheria Pinot Bianco Rubicone 2018,9.37,3.8
Schiefergestein Bockenauer Riesling Trocken 2017,18.42,3.8
Maximin Grünhäuser Herrenberg Riesling 2017,29.9,4.0
Dão Rótulo Branco 2017,10.51,3.6
Godello 2019,10.75,3.8
Catarratto 2017,5.1,3.3
Sauvignon Blanc 2017,11.92,3.4
Stoan 2018,20.27,4.0
Douro Tiara Branco 2017,26.88,4.2
Twin Oaks Chardonnay 2018,7.69,3.4
Cabi Sehr Nett Riesling 2016,34.59,4.0
Alte Reben Riesling Trocken 2017,17.2,4.1
Sauvignon Blanc 2015,14.95,3.8
Quarz Sauvignon 2018,69.95,4.4
Clos du Four Mâcon-Milly-Lamartine 2016,28.9,4.0
Les Princes Abbés Pinot Blanc Alsace 2017,11.92,3.5
Cuvée Les Caillottes Sancerre 2018,16.5,4.1
Compleo Cuvée Blanc 2018,16.08,3.8
Clos Sainte Hune Riesling Alsace 2013,210.45,4.5
Senftenberger Piri Grüner Veltliner 2018,15.99,3.9
Chardonnay 2016,68.32,4.1
Sauvignon Blanc 2018,7.7,3.5
Penedès Blanc de Blancs Clos de Torribas 2018,4.75,3.7
Saint-Aubin 2017,21.0,3.9
Pinot Grigio 2019,8.95,3.3
Franciscus Grüner Veltliner 2018,12.4,3.7
Pinot Blanc Alsace Signature 2018,6.69,3.6
Ürziger Würzgarten Riesling Spätlese 2017,19.5,4.2
Ribolla Gialla Collio 2017,12.9,3.9
Just Riesling! 2016,9.5,3.7
Dellchen Riesling GG 2016,49.0,4.3
Forst Riesling Trocken 2017,16.09,3.7
Am Berg 2019,10.9,3.9
Gewürztraminer '1840' 2015,18.95,3.7
Rêve Pecorino Offida 2017,14.85,4.0
Bourgogne Chardonnay (Vieilles Vignes) 2018,13.8,3.9
Estate Rüdesheim Riesling 2018,13.8,3.8
Haardt Riesling 2017,13.84,3.9
Curioso Bianco 2018,8.72,3.7
Gärtling Grüner Veltliner 2018,9.95,3.8
Terroir Littoral Sauvignon Blanc 2018,6.59,3.4
Bourgogne Chardonnay (La Vignée) 2018,16.39,3.8
Reserve Chardonnay 2017,33.0,4.1
Kiedrich Turmberg Riesling Trocken 2018,25.3,4.1
Riesling Alsace 2018,14.5,3.6
Max Riesling Trocken 2017,15.69,3.2
Leone d'Almerita (Tenuta Regaleali) 2019,9.65,4.0
Elgin Sauvignon Blanc 2016,31.99,3.8
Pouilly-Fumé Indigene 2018,43.65,4.0
Reserva Torrontés 2018,18.95,3.7
Kirchspiel Riesling GG 2014,42.8,4.2
The King's Bastard Chardonnay 2016,16.95,3.8
Sofia Riesling 2016,23.46,3.4
Venezia Giulia Pinot Grigio 2018,18.9,4.0
Gewürztraminer Campaner 2018,14.72,3.9
Tellus Chardonnay 2018,9.9,3.5
Oroya Created For Sushi 2017,7.66,3.6
Clos de la Bergerie 2014,47.9,4.0
Aufwind Grauer Burgunder 2018,12.48,3.9
Capo Martino 2016,49.9,4.0
Forster Ungeheuer Riesling 2015,37.95,4.2
Viognier - Sauvignon 2019,5.79,3.9
Sauvignon Blanc 2019,8.95,3.5
Pessac-Léognan Blanc 2006,18.5,3.8
Lepus 2018,16.4,3.8
Sessantenario Malvasia 2014,6.93,4.0
Chardonnay 2017,7.9,3.3
La Rocca Gavi 2018,12.99,3.7
