Name,Price,Rating
Chardonnay 2019,12.11,3.9
Grüner Veltliner Federspiel Pichlpoint 2018,11.21,3.7
Hermannsberg GG 2015,43.43,4.1
Pinot Bianco 2018,9.4,3.6
Riesling Trocken 2018,10.0,3.6
Vom Schiefer Riesling Feinherb 2017,9.26,3.7
Sauvignon Blanc 2018,17.2,3.6
Colombard - Ugni Blanc 2018,5.5,3.3
Hermitage Le Chevalier de Sterimberg 2017,78.75,4.3
Collio Friulano 2018,19.48,3.7
Viura 2018,6.96,3.9
Chardonnay 2019,18.3,3.9
Vom Roten Schiefer 2018,16.0,4.1
Gewürztraminer 2018,12.95,3.4
Riesling Alsace Grand Cru 'Engelberg' 2016,28.5,4.3
Josephshöfer Riesling Kabinett Feinherb 2018,15.16,3.8
Poggio ai Ginepri Bianco 2017,18.81,3.6
Blanc de Blancs 2018,16.95,3.6
Chardonnay 2016,8.67,3.3
Châteauneuf-du-Pape (La Crau) Blanc 2017,73.29,3.9
Sauvignon Blanc Ried Steinbach 2017,43.8,3.8
Classic White Blend 2019,7.2,3.5
Traiser Rotenfels Riesling Trocken 2016,18.49,3.7
Chardonnay 2017,35.7,4.1
Vineyard Selection Sauvignon Blanc 2019,11.5,3.9
Pinot Grigio 2018,6.7,3.5
Riesling Alsace Grand Cru 'Schlossberg' 2014,48.45,4.0
Lenz 2019,9.46,4.0
Ihringer Winklerberg Grauburgunder 2018,17.9,3.9
La Croix Boissée Chinon Blanc 2018,24.95,4.2
Gorgorito Verdejo 2019,6.73,3.7
Mercurey 'En Pierrelet' Blanc 2016,38.75,4.1
Chardonnay 2019,6.05,3.6
Pinot Grigio 2019,11.5,3.6
Cordillera Reserva Especial Chardonnay 2019,14.99,3.6
Rully 1er Cru 'Rabourcé' 2017,31.0,4.1
Gelber Muskateller 2018,13.69,3.9
Straden Grauburgunder 2018,14.54,3.9
Chardonnay Kleinstein 2018,12.6,3.7
Singladuras Verdejo 2017,8.72,3.7
Domaine Sainte Barbe La Perrière Viré-Clessé 2016,20.37,3.7
Chardonnay 2019,10.85,3.8
Free Run Sauvignon Blanc 2018,14.95,3.6
Réserve Graves Blanc 2017,14.83,3.4
Ciari Ribolla Gialla 2018,10.24,3.6
Gavi del Comune di Gavi 2019,12.85,3.9
Falanghina Salento 2018,8.9,3.5
LR 2015,77.01,4.5
Pinot Bianco (Selezione) 2018,12.9,3.8
Isabella - Chardonnay 2018,12.83,3.9
Catarratto Sicilia Antisa Regaleali 2013,13.53,3.2
The River Garden Flower Collection Unwooded Chardonnay 2018,6.99,3.1
Little James' Basket Press Blanc 2019,7.9,3.6
Piesporter Goldtröpfchen Riesling Trocken 2017,16.52,3.8
Pinot Grigio (Selezione) 2019,12.49,3.7
Grauburgunder Trocken 2019,7.5,3.8
Chardonnay Sicilia 2019,5.79,3.4
Bastei GG 2014,36.5,3.8
Grüner Veltliner Lamm 1 ÖTW 2018,33.8,4.2
Brauneberger Juffer Sonnenuhr Riesling Spätlese 2018,20.5,4.1
Vintners Blend Chardonnay 2017,10.35,3.4
Weissburgunder Trocken 2017,12.19,3.6
Shamaris (Grillo) 2019,7.7,3.6
Tianna Bocchoris Blanc 2018,15.59,4.1
Weissburgunder in der Låmm 2017,19.82,4.0
Chardonnay 2018,7.1,3.5
Gaudium Fiano di Avellino 2018,11.61,4.1
Melck's Sauvignon Blanc 2019,9.05,3.9
Chardonnay 2019,8.69,3.5
Les Princes Abbés Muscat Alsace 2018,16.4,3.6
Handwerk Riesling 2018,8.9,3.6
Chassagne-Montrachet 1er Cru 'Les Chaumées' 2014,65.9,4.3
Hochheimer Mainterrassen Riesling 2016,12.55,3.5
Riesling Fructus 2019,12.53,4.2
Corte del Lupo Bianco 2018,26.5,3.9
Gavi Valentino 2019,12.49,3.8
Santigaìni 2015,116.0,4.5
Meursault 1er Cru 'Les Charmes-Dessus' 2013,84.9,4.2
Greco Di Tufo Cutizzi 2019,17.99,3.8
Sauvignon Blanc 2018,3.75,3.1
Ausstich Grüner Veltliner 2018,13.6,3.7
Riesling 2019,8.49,4.0
Rjgialla 2019,13.5,3.8
Oestricher Klosterberg Riesling Trocken 2017,23.4,3.9
Grauburgunder 2019,8.5,3.8
Weisze Freyheit 2017,23.61,3.6
Trebbiano d'Abruzzo 2017,4.54,3.5
Petit Chablis 2018,19.35,3.7
Oestricher Doosberg Alte Reben Riesling Trocken 2018,18.84,4.0
Amstramgram Quartier Libre 2018,7.75,3.4
Gönnheimer Alter Satz Trocken 2018,8.9,3.8
Bertesca Vernaccia di San Gimignano 2018,9.03,3.5
Stromberg Riesling GG 2016,42.51,4.2
Oestricher Klosterberg Riesling Trocken 2016,26.7,3.9
Westhofener Weisser Burgunder - Chardonnay Trocken 2018,19.95,3.8
Fief Guérin Vieilles Vignes Muscadet Côtes de Grandlieu Sur Lie 2018,10.69,3.4
Côtes De Gascogne Amplitude 2018,9.0,3.4
Villa Antinori Pinot Bianco 2018,15.51,3.8
Bianco di Custoza 2019,5.0,3.7
Iphöfer Scheurebe 2017,12.19,3.8
Kirchspiel Riesling GG 2017,32.0,4.1
Gamlitzer Sauvignon Blanc 2018,16.21,3.7
Chardonnay Uno 2012,416.02,4.2
Gemischter Satz 2019,8.8,3.5
Châteauneuf-du-Pape Blanc 2017,35.0,4.0
Verdejo 2016,9.99,4.0
Gutswein Grauburgunder (Trocken) 2018,12.0,3.8
Chardonnay 2018,17.45,3.8
Ca'Nova Lugana 2018,11.98,3.7
Langenlois Käferberg 2016,31.59,4.0
101 Riesling 2018,10.0,4.0
Whale Pod Sauvignon Blanc 2017,10.0,3.7
Albariño Rías Baixas 2019,11.48,3.6
Alvarinho 2017,8.77,3.8
Gavi 2017,9.9,3.7
Chassagne-Montrachet 1er Cru Morgeot Monopole Clos de La Chapelle Blanc 2017,98.15,4.4
Douro Reserva Duas Quintas Branco 2018,17.44,3.8
Herrenbuck Grauburgunder 2018,7.26,3.9
Hipping Riesling 2017,42.51,4.4
Gavi del Comune di Gavi 2019,8.99,3.7
Chardonnay 2019,8.62,3.6
Ürziger Würzgarten Riesling Auslese 2015,16.0,4.0
Heldenstück Riesling Trocken 2018,14.4,3.7
Pinot Gris Grand Premier Cru 2016,14.83,3.8
Corton-Charlemagne Grand Cru 2017,184.23,4.5
9 Riesling 2018,8.9,3.8
Blanc de Noir Cabernet Sauvignon 2017,34.8,3.2
Vigna Corvino Passerina Abruzzo 2018,6.32,3.8
Saarburger Rausch Riesling Auslese 2017,54.95,4.2
Wachenheimer Böhlig P.C 2016,29.0,3.8
Sauvignon Blanc 2019,9.91,4.2
Chenin Blanc 2018,8.75,3.6
101 Rangs Pouilly-Fumé 2016,64.34,4.1
Sanct Valentin Chardonnay 2018,35.69,4.3
Niederhäuser Hermannshöhle Riesling Spätlese 2017,29.54,4.1
Sauvignon Blanc 2018,16.9,3.5
Graacher Himmelreich Riesling Auslese** 2015,59.95,4.5
Petite Arvine 2018,18.9,3.9
Discover Chenin Blanc - Chardonnay 2019,5.5,3.6
Cuvée Passion Bordeaux Blanc 2016,15.5,3.7
Plăvaie 2016,5.9,3.3
Beaune du Château Premier Cru Blanc 2016,38.56,3.9
Hermitage Le Chevalier de Sterimberg 2006,77.35,4.1
Villa Bürklin Cuvée Weiss 2017,11.19,3.3
Grauburgunder Trocken 2017,11.26,3.2
Klaus Riesling 2017,45.0,4.4
Frühlingsplätzchen Riesling GG 2017,39.0,4.1
Laurens Campher 2018,12.89,3.8
Toreye Ménage À Trois 2018,14.9,3.6
Chardonnay 2019,6.95,3.8
Fetească Regala 2018,12.5,3.6
Quintessenz Sauvignon 2017,22.5,3.9
Bürgergarten Riesling 2017,17.55,4.0
Hermannsberg GG 2016,40.57,4.3
Sauvignon Blanc Trocken 2018,8.19,3.7
Kabinettstück Riesling Trocken 2018,11.5,3.7
Schiefergestein Bockenauer Riesling Trocken 2018,19.91,3.9
Grüner Veltliner Kamptaler Terrassen 2019,12.32,3.8
Small Hill White 2018,8.49,3.4
Löwengang Chardonnay 2017,45.9,4.2
Petrara Verdicchio di Matelica 2018,12.2,3.6
Uhlen B Blaufüsser Lay 2017,37.9,3.9
Laubenheimer St. Remigiusberg Riesling Trocken 2016,15.9,3.7
Qvinterra Scheurebe Trocken 2017,13.69,3.8
Qvinterra Grauer Burgunder Trocken 2015,12.49,3.5
Kupfergrube GG 2015,46.69,4.2
Russiz Superiore Pinot Grigio Collio 2018,22.99,4.1
Frühlingsplätzchen Riesling GG 2015,39.9,4.2
Sauvignon Blanc Trocken 2018,10.28,3.9
Meursault 1er Cru 'Genevrières' Blanc 2016,94.57,4.2
Capitel Croce 2018,13.48,3.9
Cicinis 2017,24.24,3.7
Ermitage Ex-Voto Blanc 2012,189.0,4.4
1851 Reserva Chardonnay 2017,11.47,3.6
Sauvignon Blanc 2018,10.9,3.9
Chardonnay II 2018,14.5,3.9
Alvarinho 2018,5.75,3.6
Weisser Burgunder Trocken (Pinot Blanc Dry) 2018,11.9,3.5
Sauvignon Blanc 2019,8.0,3.9
Sauvignon Blanc 2018,19.9,4.0
Chardonnay 2017,9.68,3.4
Sauvignon Blanc 2017,18.41,3.7
Campinovi Toscana 2017,25.9,3.5
Sulzfelder Silvaner Alte Reben 2018,16.73,3.7
Saumur Blanc 2017,12.14,3.7
Grüner Veltliner Berg Vogelsang 2012,17.13,3.8
Gennen Sauvignon 2018,11.6,3.9
Granée Gavi del Comune di Gavi 2019,10.5,3.8
Maximin Grünhäuser Bruderberg Riesling 2018,22.23,4.1
Leutschacher Chardonnay 2017,15.65,3.6
Sauvignon Blanc 2019,6.95,3.2
Coume Gineste Côtes Catalanes 2011,67.26,3.8
Iphöfer Kalb Silvaner 2018,12.19,3.7
Bockstein Ockfen Riesling Kabinett 2018,14.9,3.8
Grüner Veltliner Federspiel Kollmitz 2018,13.16,3.9
White 2018,9.49,3.6
Branco 2018,5.36,3.6
Grüner Veltliner Ried Loibenberg 2016,32.66,3.9
Trittenheimer Apotheke Riesling Kabinett 2018,13.55,3.9
Meursault 'Les Chevalières' 2017,62.5,4.2
Viognier 2017,16.52,4.1
Retsina 2018,7.2,3.2
Belvento Vermentino (I Vini Del Mare) 2019,9.95,3.8
Vinha Centenária Reserva Branco 2011,24.27,4.2
St. Andrews Chardonnay 2016,21.82,3.7
Le Sabbie dell’Etna Bianco 2019,13.57,3.5
Poggio dei Gelsi Est!Est!Est! di Montefiascone 2019,8.9,3.8
Johannisberger Klaus Riesling GG 2016,28.17,4.1
Old Winery Chardonnay 2017,8.72,3.4
Villa Paulus Pouilly-Fumé 2018,18.04,3.9
Grauer Burgunder Trocken 2016,11.4,3.4
Frauenberg Riesling GG 2017,42.51,4.2
Castillo de Jumilla Blanco 2018,5.79,3.6
Generations Riesling 2017,9.9,3.9
Douro Coche Branco 2018,66.29,4.5
Riesling Classic 2012,12.49,3.5
Montiggl Riesling 2019,13.25,4.0
Pinot Grigio Söll 2018,11.6,3.8
J² Gau-Odernheimer Riesling 2018,20.96,4.2
Wiener Klassik 2018,11.99,3.6
Allgo Branco 2014,12.28,3.8
Chardonnay (Padstal) 2019,5.74,3.5
Steinterrassen 2011,21.4,3.9
Riesling 2016,11.69,3.9
Grillo Sicilia 2019,5.79,3.6
Deidesheimer Herrgottsacker Riesling Trocken 2017,12.25,3.8
Steillage Riesling Trocken 2018,9.95,4.0
Pinot Grigio 2018,8.94,3.6
Sauvignon Blanc 2018,9.9,3.9
Corton-Charlemagne Grand Cru 2015,189.0,4.3
Stromberg Riesling GG 2017,45.84,4.2
Sauvignon Blanc 2018,13.95,3.6
Siglo de Oro Reserva Chardonnay 2018,6.2,3.5
Faß 12 Ayler Kupp Unterstenberg Riesling 2018,21.94,4.1
Mount Hermon White 2019,9.95,3.6
Amos 2017,21.9,3.8
Les Châtillons Chablis 2015,19.43,4.1
RK Riesling 2018,8.92,3.7
Chassagne-Montrachet Blanc 2016,71.39,4.4
Bernkasteler Badstube Riesling Auslese ** 2015,35.09,4.3
Del Cerro Verdicchio di Matelica 2019,8.33,3.6
Sand & Kalk 2015,24.91,4.1
Klassiek Wit 2018,3.75,2.8
Wehlener Sonnenuhr Riesling Auslese 2016,76.04,4.1
Spiegel 2016,29.9,3.9
Les Vignes de Saint Laurent l'Abbaye Pouilly-Fumé 2017,13.6,3.9
Toreye Riesling Alte Reben 2018,14.9,3.8
Meursault 1er Cru Les Genevrières 2015,119.0,4.2
Niederberg Helden Riesling GG 2016,29.9,3.8
Hermannsberg GG 2014,35.0,4.1
Alte Reben Riesling Trocken 2019,11.0,3.9
Halgans Riesling Trocken 2017,19.9,3.9
Les Chailloux Silex Pouilly-Fumé 2018,14.55,3.8
Wachstum Bodenstein Riesling 2016,37.83,4.0
Espigueiro 2018,5.5,3.6
Pass-O 2018,10.95,3.9
Graacher Himmelreich Riesling Spätlese 2015,23.95,4.1
Saarburger Rausch Riesling Auslese 2018,54.95,4.1
Genèse Riesling 2011,14.57,4.0
Roero Arneis 2019,10.92,4.0
Terroir d'Altitude Chardonnay 2017,9.5,3.9
Tertiär Sauvignon Blanc Trocken 2018,9.5,3.5
Morena Bianca Lugana 2019,8.76,3.8
Silvaner Escherndorfer 2016,11.51,3.8
Volz Riesling 2015,31.68,4.0
Vigne di Catullo Riserva Lugana 2016,12.58,4.0
Tacheles 2018,13.4,3.8
White Block Chardonnay 2018,19.3,3.6
Saint-Véran 2018,14.95,3.8
Chardonnay Leithakalk 2017,31.63,3.7
Sauvignon Blanc 2019,13.75,3.9
El Viaje de Ramón Verdejo 2018,6.75,3.2
Petit Chablis 2018,17.2,3.6
Dajoar Riesling 2018,7.32,4.1
Russiz Superiore Col Disôre Bianco Collio 2016,35.99,4.3
Oppenheim Riesling 2018,20.88,3.9
Felseneck Riesling Kabinett 2018,16.58,3.8
Halenberg Riesling GG 2018,42.0,4.2
Passerina 2016,5.7,3.3
Black Label Nik Weis Goldtröpfchen Kabinett 2018,15.99,4.3
Chardonnay II 2017,14.5,3.6
Sauvignon Blanc 2019,8.99,4.1
Nussberg Grüner Veltliner 2018,13.14,3.7
Chardonnay 2018,7.5,3.3
Branco 2017,8.8,3.9
La Soufrandiére Le Clos de Grand Pére Macon-Vinzelles 2017,27.5,4.1
Sauvignon Blanc 2018,10.5,3.8
Scheurebe Trocken 2018,15.25,3.6
Pouilly-Fumé Terres Blanches 2018,26.18,3.8
Niederberg Helden Riesling Spätlese Feinherb 2018,12.85,4.1
Chardonnay 2018,9.5,3.4
Frühtau Riesling Trocken 2016,17.9,4.0
Paulessen Riesling 2018,7.32,3.8
Reserva Chardonnay (Classic) 2019,6.89,3.6
Domaine Sainte Barbe Les Tilles Mâcon-Villages 2018,14.5,3.6
Montagny 1er Cru 'Les Saint Morilles' 2015,19.37,3.7
Sancerre Blanc 2017,10.0,3.7
Ευχές (Wishes) 2015,13.95,4.0
Vieilles Vignes Châteauneuf-du-Pape Blanc 2015,154.99,4.4
Estate Gewürztraminer 2013,20.47,4.0
Chardonnay 2018,9.65,3.6
Muskateller Trocken 2018,18.94,4.1
Teppo Riesling 2016,17.79,3.7
Rioja Fermentado en Barrica Blanco 2017,14.43,3.6
Opale 2018,22.5,3.9
Felseneck Riesling GG 2018,46.79,4.3
Mineral Riesling Trocken 2018,14.9,3.9
Heugumber 2017,6.4,3.5
Frühtau Riesling Trocken 2017,23.06,4.0
Lo Cortinelo.Lo Blanc 2016,28.1,4.3
Riesling Trocken 2018,9.9,3.6
Kupfergrube GG 2016,46.88,4.4
Loibenberg Riesling 2017,32.87,3.9
Hyde Vineyard Chardonnay 2016,84.0,4.3
Chardonnay Fermentado en Barrica 2018,19.99,4.3
Pinot Grigio 2018,14.43,4.0
Semis Bianco 2015,29.95,4.3
Win Win Riesling 2019,9.7,3.8
St. Andrews Chardonnay 2017,20.0,4.1
Chardonnay Leithakalk 2018,20.28,3.7
Oberbergener Bassgeige Weissburgunder 2018,12.5,3.8
Materia Prima 2018,20.84,4.3
Grauburgunder Herrenstück 2015,14.95,3.9
Albariño 2019,9.6,3.7
Classic Chardonnay 2018,9.91,3.5
Kallstadter Saumagen Riesling Kabinett Trocken 2018,12.57,3.8
Ölberg Riesling 2016,36.95,4.2
Vermentino Isola dei Nuraghi 2018,35.97,4.2
Ercavio Blanco 2018,6.1,3.5
Maximin Grünhäuser Abtsberg Superior 2017,25.0,4.2
Aragosta Vermentino di Sardegna 2019,6.9,3.7
Perdeblokke Sauvignon Blanc 2017,24.91,3.9
Pinot Blanc Tradition 2018,11.49,4.0
Wehlener Sonnenuhr Riesling Kabinett 2018,25.47,3.9
Summer In A Bottle White 2019,24.9,4.0
Frühlingsplätzchen Riesling GG 2013,37.95,4.1
Leflaive & Associes Auxey-Duresses 2016,49.9,3.9
Gemischter Satz 2017,11.02,3.6
Lou Coucardié Blanc 2015,23.05,4.0
Monferrato Estrosa Bianco 2018,10.4,3.5
Pettenthal Riesling GG 2017,50.0,4.1
La Femme Soleil 2018,21.45,3.4
Meursault Premier Cru 'Les Charmes' 2017,70.0,4.2
Zakynthino 2016,17.9,3.8
Tselepos Classic Moschofilero Mantinia 2019,9.95,3.8
Sauvignon Blanc Tradition 2017,13.37,3.8
Bianco di Merlot 2017,43.87,4.0
T.N. 76 Weissburgunder 2013,33.0,3.8
Reserva Sauvignon Blanc 2019,6.84,3.1
Frauenberg Riesling GG 2016,41.58,3.9
Cirò Bianco 2017,5.95,3.7
Picpoul de Pinet 2019,6.73,3.9
Steinterrassen - Riesling Federspiel 2018,19.9,3.7
Corton-Charlemagne Grand Cru Blanc 2016,178.96,4.5
Steinmühle 2017,25.47,3.8
Chablis 2018,19.95,3.8
Chardonnay 2017,17.9,3.6
Berg Rottland Riesling 2017,38.9,4.2
Chardonnay 2018,19.9,3.8
Muscadet-Sèvre et Maine Sur Lie 2019,9.36,3.6
Riesling Alsace Grand Cru 'Sommerberg' 2016,53.22,4.0
Riesling Alsace 2015,8.48,3.6
Just Fucking Good Wine Organic Blanc 2019,9.59,3.7
Brauneberger Juffer Riesling Kabinett 2018,15.9,3.9
Saarburger Rausch Riesling Auslese 2016,54.95,3.8
Whitehall Chardonnay 2016,23.79,4.0
Blanco Fermentado en Barrica 2016,10.9,3.8
Sauvignon Blanc 2019,6.05,3.5
Saar Alte Reben Riesling 2015,18.95,3.9
Als Wär's ein Stück Von Mir 2016,11.4,3.6
Wehlener Sonnenuhr Riesling Kabinett 2017,14.95,3.9
Fehérburgundi 2015,15.6,3.7
Puligny-Montrachet 2017,59.9,4.3
Graacher Domprobst Riesling Auslese*** 2003,50.0,4.1
Chardonnay 2019,6.5,3.0
Chardonnay Bambule! 2015,26.9,3.9
Pinot Gris Tradition 2017,13.2,3.8
Burgberg Riesling GG 2015,42.0,4.1
Bianco 2019,6.2,3.4
Klostersatz Grüner Veltliner 2017,15.5,3.9
Circumstance Chenin Blanc 2018,19.5,3.9
Albariño 2018,7.0,3.7
Hermitage Le Chevalier de Sterimberg 2016,78.75,4.2
Setzberg - Riesling Smaragd 2017,32.0,4.2
Corton-Charlemagne Grand Cru 2016,189.0,4.5
Sancerre Blanc 2018,18.08,3.7
Estoras Sauvignon Blanc 2017,12.25,3.6
Sauvignon Blanc 2019,11.9,3.7
Wachenheimer Goldbächel P.C 2016,29.0,4.0
Pechstein GG 2017,45.0,4.1
Gelblack Riesling Trocken 2019,15.0,4.0
Südtiroler Sauvignon Porphyr & Kalk 2018,20.9,4.0
Steinhaus Riesling Trocken 2016,9.21,3.8
Brauneberger Riesling Trocken 2018,14.5,3.8
Meursault-Charmes Premier Cru 2016,86.62,3.8
Pouilly-Fumé 2016,21.66,3.7
Chenin Blanc 2018,22.0,4.0
Coronata Integration 2016,17.5,4.3
Niederberg Helden Riesling GG 2018,29.9,3.9
Mâcon-Villages 2016,9.54,3.6
Lesca Chardonnay 2018,13.58,3.9
Weisser Burgunder I 2013,29.95,4.0
Gavi 2018,9.95,3.7
Sauvignon Blanc (Markgräflerland) 2018,10.9,3.5
Auxerrois Grand Premier Cru 2017,12.7,3.8
Le Creete 2019,11.9,4.0
Weissburgunder Steirische Klassik 2017,14.4,3.8
Diego 2019,13.33,3.8
Wunderwerk Riesling 2016,20.96,3.9
Stettener Riesling Schilfsandstein 2016,16.35,3.7
Chablis 2018,19.3,3.6
Ried Steinriegl Gelber Muskateller 2018,15.65,3.8
Vom Schiefer 2018,15.65,3.9
Florence Sauvignon Blanc - Chardonnay 2018,11.5,3.9
Collectors Reserve The Cableway Chardonnay 2018,16.99,3.8
Château-Thébaud 2014,17.06,4.0
Riesling Alsace Grand Cru 'Kitterlé' 2017,25.24,3.9
Côte de Rouffach Gewürztraminer 2016,15.5,3.9
Graf Morillon 2013,29.5,4.0
Kiechlinsberger Vulkanfelsen Grauerburgunder Trocken 2018,10.24,4.0
Platin Riesling 2019,10.09,3.6
Classic Graves Blanc 2016,11.95,3.6
Eden Valley Dry Riesling 2015,15.5,3.6
1000-Eimerberg Riesling Federspiel 2018,12.87,3.8
Vis Uvae 2013,26.77,3.7
Gelber Muskateller 2017,8.89,3.6
Vermentino 2019,6.95,3.9
Altenberg Alte Reben 2015,39.95,4.1
Great Expectations Sauvignon Blanc 2019,6.77,3.6
Les Menétrieres Pouilly-Fuissé (Cuvée Hors-Classe) 2016,63.06,4.4
Ermitage de l'Orée 2004,189.95,4.8
Eins Zu Eins Gewürztraminer 2018,6.8,4.0
Signature Blanc 2019,5.95,3.7
Appius 2015,101.75,4.5
Blanco 2017,5.2,3.4
Steinbuckel Riesling GG 2015,31.19,4.0
Chardonnay 2017,8.49,3.1
Dürnsteiner Kellerberg Riesling Smaragd 2017,59.73,4.4
Châteauneuf-du-Pape La Bernardine Blanc 2016,33.46,3.6
Les Vieilles Vignes Meursault 2016,70.3,4.0
Viognier 2019,6.95,3.6
Magréd Chardonnay 2018,14.13,3.6
Grauburgunder Herrenstück 2017,12.57,4.0
Venezia Giulia Picol 2017,25.9,4.0
Gloria 2017,79.68,4.5
Sciare di Est Grillo 2017,7.42,3.7
Gaia White Blend 2016,11.01,3.7
Sauvignon Blanc - Riesling 2018,9.85,3.9
Grecanico - Inzolia 2016,6.5,3.7
Riesling Abtsberg GG 2018,26.66,4.0
Pinot Grigio 2019,8.9,3.5
Chardonnay vom Kalkmergel 2018,14.89,3.6
Barón de Chirel Verdejo Viñas Centenarias 2016,41.61,4.3
Chardonnay 2017,15.9,3.7
Corton-Charlemagne Grand Cru 2016,195.0,4.3
Just Riesling! 2012,9.21,3.5
Gewürztraminer Trentino 2018,12.2,3.8
Copper Series Wilde Chardonnay 2017,16.83,3.8
Macabeo 2018,6.0,3.4
Sauvignon Blanc Bordeaux 2010,8.95,3.0
Sauvignon Blanc - Sémillon 2017,12.0,3.2
Königsschild Riesling 2016,13.9,3.5
Reserva Sauvignon Blanc 2019,8.32,3.7
Grüner Veltliner Weinviertel 2019,10.95,4.2
Vermentino Toscana 2019,9.95,3.5
Sauvignon Blanc 2019,14.99,4.1
Nachschlag 2019,6.95,3.8
Domaine de Fontenille Pouilly-Fumé 2018,18.97,3.9
Pinot Grigio delle Venezie 2019,6.43,3.6
Oroya Created For Sushi 2018,6.9,3.4
Hole In The Water Sauvignon Blanc 2019,10.9,4.1
Deidesheimer Kieselberg Riesling Trocken 2018,16.47,3.7
Les Deux Tours Sauvignon Blanc 2018,15.3,4.0
Grauer Burgunder Trocken 2019,11.94,4.2
Castello della Sala San Giovanni della Sala Classico Superiore 2019,14.85,3.9
Penon Pinot Bianco 2018,12.8,3.7
Classic Riesling 2018,14.75,3.7
Efeso Bianco 2017,11.4,3.9
Laudàri Chardonnay 2018,17.23,4.1
Nonnenberg Monopol Riesling 2016,52.0,4.2
Roero Arneis 2019,19.4,3.8
Pedra de Guix 2016,60.0,4.3
La Falaise Languedoc Blanc 2016,19.01,4.1
Bordeaux Blanc 2016,7.44,3.4
Grauer Burgunder vom Löss 2018,14.89,4.0
The Y Series Unwooded Chardonnay 2019,11.9,3.2
Marienburg GG Fahrlay 2016,33.5,4.3
Kleine Rust Chenin Blanc - Sauvignon Blanc 2019,5.76,3.6
Friulano 2017,13.93,4.0
Kalk & Stein 2018,8.8,3.7
Reiterpfad G.C 2014,54.17,4.1
Riesling Alsace 2016,8.48,3.7
Sauvignon Blanc Reserve 2017,16.95,3.6
Chardonnay 2018,12.95,4.0
Unplugged Riesling 2018,9.9,3.7
Timpa del Principe 2017,7.1,3.8
Corton-Charlemagne Grand Cru 2016,189.39,4.4
Bertesca Vernaccia di San Gimignano 2017,7.42,3.1
Kirchleiten Sauvignon 2013,15.59,3.8
Chardonnay 2016,32.01,4.2
Sauvignon Blanc Trocken 2019,10.0,3.8
Three Terraces Waihopai Sauvignon Blanc 2017,15.95,3.8
Réserve Royale Goruli Mtsvane 2015,29.9,4.1
Chardonnay 2019,8.95,3.3
Lores Chardonnay 2017,24.1,3.9
Nosiola 2018,12.57,3.7
Golden Grüner Veltliner Reserve 2018,22.5,4.0
Chardonnay 2018,6.9,3.8
Gelber Muskateller Steirische Klassik 2019,13.61,3.7
Schieferterrassen Reserve Riesling 2017,14.72,4.2
Châteauneuf-du-Pape Vieilles Vignes Blanc 2006,46.95,4.2
Reserva Chardonnay 2018,6.99,3.2
Wehlener Sonnenuhr Riesling Spätlese 2017,30.47,4.2
Zeltinger Schlossberg Riesling Auslese** 2007,43.65,4.5
Fiano Salento Roycello 2018,13.25,3.5
Chablis Vieilles Vignes 2017,16.5,4.0
Talò Chardonnay 2018,6.85,3.8
Manzanile Vermentino di Sardegna 2018,11.0,3.6
Rivaner 2018,7.72,3.3
de Vite 2019,11.16,4.0
Sauvignon Blanc 2018,12.9,3.6
Obere Steilterrassen Atzberg Grüner Veltliner 2016,56.05,4.4
Sa Fita Blanco 2017,18.9,4.2
Sauvignon Blanc 2019,7.29,3.5
Supperin Grüner Veltliner 2016,27.5,3.8
Bourgogne Hautes-Côtes de Beaune Chardonnay 2018,16.83,3.4
Chassagne-Montrachet 1er Cru 'Cailleret' 2012,86.62,4.0
Donnaluce 2019,12.9,4.1
Frühlingsplätzchen Riesling GG 2014,38.95,4.2
Mâcon-Verzé 2018,31.9,4.1
Deidesheimer Herrgottsacker Riesling Trocken 2018,10.84,4.0
Muti Albariño 2014,21.9,3.9
Perdaudin Roero Arneis 2018,15.5,3.9
Anteprima Tonda Trebbiano Spoletino 2017,20.9,4.1
Riesling Trocken 2016,8.95,3.5
Sémillon - Chardonnay 2018,7.9,3.3
La Galopine Condrieu 2017,44.75,4.1
Le G de Guiraud Bordeaux Blanc Sec 2019,14.52,4.0
Weissenkirchner Achleithen Grüner Veltliner Smaragd 2015,54.0,4.2
Reserve Sauvignon Blanc 2017,21.5,4.1
Escheburg 2011,16.47,4.0
Halgans Riesling Trocken 2016,20.9,3.7
Rías Baixas Albariño 2019,7.93,3.7
Riesling Grand Premier Cru 2018,14.83,3.7
Grauburgunder 2018,9.45,3.6
Wattle Brae Riesling 2017,14.13,3.7
Baron Salvadori Chardonnay Riserva 2016,25.9,4.0
Les Côtes aux Valets Sancerre Blanc 2015,50.69,4.2
Grüner Veltliner Smaragd Classic 2017,14.99,3.9
Pouilly-Fuissé Vielles Vignes 2016,16.08,3.7
Limousin 2018,10.45,4.0
Terroir Series Torrontes 2019,8.54,3.7
Timeo Grillo 2016,12.58,3.8
Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore 2018,8.76,3.3
Sauvignon Blanc 2019,8.41,3.7
Runcneuv Arneis 2019,9.26,3.8
Kirchspiel Riesling GG 2018,46.4,4.0
Grand Marrenon Blanc 2018,11.5,3.5
Ganz Horn Im Sonnenschein GG 2015,49.0,4.1
Therese Sauvignon Blanc 2018,23.8,3.7
Nierstein Riesling Trocken 2016,19.4,3.8
